Title,Title_link,Thumbnail,Box-sc-8ox7qa-0,Text__TextBase-sc-1i9uasc-0-div,Text__TextBase-sc-1i9uasc-0-div1,Text__TextBase-sc-1i9uasc-0-div2,Text__TextBase-sc-1i9uasc-0-div3,SSeMC,Padding-sc-1d43y5s-01,cERLyX,Field2,Field3
1485 E Englewood Ave,https://www.trulia.com/p/ca/fresno/1485-e-englewood-ave-fresno-ca-93728--2117083324,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$158,000 ",2bd,1ba,990 sqft,990 sqft,"Fresno High Roeding, Fresno, CA",1ba,$160/sqft,"Lot Size: 6,651 sqft",Built in 1922
5004 E Tyler Ave,https://www.trulia.com/p/ca/fresno/5004-e-tyler-ave-fresno-ca-93727--2117070082,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$200,000 ",3bd,2ba,999 sqft,999 sqft,"Roosevelt, Fresno, CA",2ba,$200/sqft,"Lot Size: 6,899 sqft",Built in 1952
1370 E Via Dorata Way,https://www.trulia.com/p/ca/fresno/1370-e-via-dorata-way-fresno-ca-93730--2357193566,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$387,500 ",3bd,3ba,"1,962 sqft","1,962 sqft","Woodward Park, Fresno, CA",3ba,$198/sqft,"Lot Size: 2,354 sqft",$147/monthly HOA
5037 W Wathen Ave,https://www.trulia.com/p/ca/fresno/5037-w-wathen-ave-fresno-ca-93722--2117030277,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$262,000 ",3bd,2ba,"1,460 sqft","1,460 sqft","Bullard, Fresno, CA",2ba,$179/sqft,"Lot Size: 6,534 sqft",Built in 1990
1702 N Barcus Ave,https://www.trulia.com/p/ca/fresno/1702-n-barcus-ave-fresno-ca-93722--2411484760,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$309,500 ",Studio,1702 N Barcus Ave,1702 N Barcus Ave,"West, Fresno, CA","West, Fresno, CA",,"Rooms: Dining Room, Family Room",Parking Spaces: 2,Stories: 1
438 W Weldon Ave,https://www.trulia.com/p/ca/fresno/438-w-weldon-ave-fresno-ca-93705--2116965009,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$180,000 ",3bd,2.5ba,920 sqft,920 sqft,"Fresno High Roeding, Fresno, CA",2.5ba,$196/sqft,"Lot Size: 4,900 sqft",Built in 1923
1606 S 3rd St,https://www.trulia.com/p/ca/fresno/1606-s-3rd-st-fresno-ca-93702--2116929497,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$65,000 ",4bd,1.75ba,"2,026 sqft","2,026 sqft","Roosevelt, Fresno, CA",1.75ba,$32/sqft,"Lot Size: 7,000 sqft",Built in 1949
1118 W Stuart Ave,https://www.trulia.com/p/ca/fresno/1118-w-stuart-ave-fresno-ca-93711--2116986767,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$390,000 ",3bd,2ba,"2,322 sqft","2,322 sqft","Bullard, Fresno, CA",2ba,$168/sqft,Lot Size: 0.27 acres,Built in 1964
1039 E Sierra Madre Ave,https://www.trulia.com/p/ca/fresno/1039-e-sierra-madre-ave-fresno-ca-93704--2116948129,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Contact For Estimate,3bd,2ba,"2,301 sqft","2,301 sqft","Bullard, Fresno, CA",2ba,Lot Size: 0.43 acres,Built in 1950,Heating: Forced Air
3516 N Leanna Ave,https://www.trulia.com/p/ca/fresno/3516-n-leanna-ave-fresno-ca-93737--2357193996,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$343,500 ",Studio,3516 N Leanna Ave,3516 N Leanna Ave,"Mclane, Fresno, CA","Mclane, Fresno, CA",,"Lot Size: 6,011 sqft",,
642 N Thorne Ave,https://www.trulia.com/p/ca/fresno/642-n-thorne-ave-fresno-ca-93728--1002094521,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$350,000 ",9bd,7ba,"3,643 sqft","3,643 sqft","Fresno High Roeding, Fresno, CA",7ba,,,
2186 E Manning Ave,https://www.trulia.com/p/ca/fresno/2186-e-manning-ave-fresno-ca-93725--2117044983,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Contact For Estimate,3bd,1ba,"1,248 sqft","1,248 sqft","Bowles, Fresno, CA",1ba,Lot Size: 0.67 acres,Built in 1925,Rooms: Dining Room
4885 E Atchison Ave,https://www.trulia.com/p/ca/fresno/4885-e-atchison-ave-fresno-ca-93725--1003049494,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=4885%20E%20Atchison%20Ave%20Fresno%20CA%2093725&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=j6bsQUsDEOFPdXu1bJHjk_YJ31U%3D,"$225,000 ",3bd,2ba,"1,373 sqft","1,373 sqft","Roosevelt, Fresno, CA",2ba,$164/sqft,"Lot Size: 7,801 sqft",Built in 1979
673 E Scott Ave,https://www.trulia.com/p/ca/fresno/673-e-scott-ave-fresno-ca-93710--2116985747,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=673%20E%20Scott%20Ave%20Fresno%20CA%2093710&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=xCTNiLU_Yp8EtjwXRoBzdZHds-4%3D,"$264,000 ",3bd,1.75ba,"1,678 sqft","1,678 sqft","Hoover, Fresno, CA",1.75ba,$157/sqft,"Lot Size: 6,298 sqft",Built in 1960
607 W Alamos Ave,https://www.trulia.com/p/ca/fresno/607-w-alamos-ave-fresno-ca-93705--2116966533,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=607%20W%20Alamos%20Ave%20Fresno%20CA%2093705&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=nnI9dTPs9lI2fH44lKDwWY5fPQk%3D,"$280,000 ",4bd,1.75ba,"1,738 sqft","1,738 sqft","Bullard, Fresno, CA",1.75ba,$161/sqft,"Lot Size: 9,199 sqft",Built in 1958
1241 Martin Ave,https://www.trulia.com/p/ca/fresno/1241-martin-ave-fresno-ca-93706--2082510406,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=1241%20Martin%20Ave%20Fresno%20CA%2093706&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=lT5_EYtun6s8DWvFD-0xzmV_0MA%3D,"$108,300 ",2bd,1ba,848 sqft,848 sqft,"Edison, Fresno, CA",1ba,,,
5231 W University Ave,https://www.trulia.com/p/ca/fresno/5231-w-university-ave-fresno-ca-93722--2117031477,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$310,000 ",4bd,2ba,"2,185 sqft","2,185 sqft","West, Fresno, CA",2ba,,,
2766 W Stuart Ave,https://www.trulia.com/p/ca/fresno/2766-w-stuart-ave-fresno-ca-93711--2116991595,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$325,000 ",4bd,2.5ba,"2,559 sqft","2,559 sqft","Bullard, Fresno, CA",2.5ba,,,
415 W Mesa Ave,https://www.trulia.com/p/ca/fresno/415-w-mesa-ave-fresno-ca-93704--2116952508,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$340,000 ",4bd,2ba,"2,200 sqft","2,200 sqft","Bullard, Fresno, CA",2ba,$155/sqft,Lot Size: 0.30 acres,Built in 1965
1129 E Yale Ave,https://www.trulia.com/p/ca/fresno/1129-e-yale-ave-fresno-ca-93704--2116948461,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$280,000 ",4bd,1.75ba,"1,963 sqft","1,963 sqft","Fresno High Roeding, Fresno, CA",1.75ba,$143/sqft,"Lot Size: 6,650 sqft",Built in 1938
3434 N 6th St,https://www.trulia.com/p/ca/fresno/3434-n-6th-st-fresno-ca-93726--2117054764,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$235,000 ",3bd,1ba,"1,374 sqft","1,374 sqft","Mclane, Fresno, CA",1ba,$171/sqft,"Lot Size: 6,381 sqft",Built in 1955
743 E Vassar Ave,https://www.trulia.com/p/ca/fresno/743-e-vassar-ave-fresno-ca-93704--2116956931,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$330,000 ",4bd,1.5ba,"1,896 sqft","1,896 sqft","Fresno High Roeding, Fresno, CA",1.5ba,$174/sqft,"Lot Size: 8,041 sqft",Built in 1929
215 N Effie St,https://www.trulia.com/p/ca/fresno/215-n-effie-st-fresno-ca-93701--2116926478,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$200,000 ",2bd,1ba,978 sqft,978 sqft,"Central, Fresno, CA",1ba,$205/sqft,"Lot Size: 7,492 sqft",Built in 1915
5424 E Washington Ave,https://www.trulia.com/p/ca/fresno/5424-e-washington-ave-fresno-ca-93727--2117073134,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$226,000 ",3bd,2ba,"1,486 sqft","1,486 sqft","Roosevelt, Fresno, CA",2ba,$152/sqft,"Lot Size: 8,759 sqft",Built in 1981
3306 N Clover Ave,https://www.trulia.com/p/ca/fresno/3306-n-clover-ave-fresno-ca-93727--2411485369,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$373,500 ",Studio,3306 N Clover Ave,3306 N Clover Ave,"Mclane, Fresno, CA","Mclane, Fresno, CA",,$164/sqft,Built in 2020,"Rooms: Dining Room, Family Room"
4728 E Harvey Ave,https://www.trulia.com/p/ca/fresno/4728-e-harvey-ave-fresno-ca-93702--2116937447,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$127,000 ",2bd,1ba,624 sqft,624 sqft,"Roosevelt, Fresno, CA",1ba,$204/sqft,"Lot Size: 6,969 sqft",Built in 1945
4731 W Avila Dr,https://www.trulia.com/p/ca/fresno/4731-w-avila-dr-fresno-ca-93722--2452289397,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$334,500 ",4bd,2ba,"1,650 sqft","1,650 sqft","Bullard, Fresno, CA",2ba,$203/sqft,"Lot Size: 9,147 sqft",$98/monthly HOA
5477 N Silverado Ave,https://www.trulia.com/p/ca/fresno/5477-n-silverado-ave-fresno-ca-93722--2117033336,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Contact For Estimate,3bd,1.75ba,"1,200 sqft","1,200 sqft","Bullard, Fresno, CA",1.75ba,"Lot Size: 6,272 sqft",Built in 1989,"Parking: Garage, Garage Attached"
4650 W Chennault Ave,https://www.trulia.com/p/ca/fresno/4650-w-chennault-ave-fresno-ca-93722--2117028466,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$380,000 ",4bd,2ba,"2,014 sqft","2,014 sqft","Bullard, Fresno, CA",2ba,$189/sqft,"Lot Size: 7,200 sqft",Built in 2001
4731 W Avila Dr,https://www.trulia.com/p/ca/fresno/4731-w-avila-dr-fresno-ca-93722--2452289397,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$334,500 ",Studio,4731 W Avila Dr,4731 W Avila Dr,"Bullard, Fresno, CA","Bullard, Fresno, CA",,$203/sqft,"Lot Size: 9,147 sqft",$98/monthly HOA
4472 N Cedar Ave,https://www.trulia.com/p/ca/fresno/4472-n-cedar-ave-fresno-ca-93726--2117058988,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$212,500 ",3bd,1ba,"1,066 sqft","1,066 sqft","Hoover, Fresno, CA",1ba,$199/sqft,"Lot Size: 6,120 sqft",Built in 1959
597 N Locan Ave,https://www.trulia.com/p/ca/fresno/597-n-locan-ave-fresno-ca-93737--2117091819,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$346,000 ",3bd,2ba,"2,273 sqft","2,273 sqft","Fresno, CA",2ba,$152/sqft,Lot Size: 1.64 acres,Built in 1966
7404 W San Ramon Ave,https://www.trulia.com/p/ca/fresno/7404-w-san-ramon-ave-fresno-ca-93723--2117043798,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$375,000 ",4bd,2ba,"2,148 sqft","2,148 sqft","Fresno, CA",2ba,$175/sqft,"Lot Size: 2,148 sqft",Built in 2013
1116 E Pico Ave,https://www.trulia.com/p/ca/fresno/1116-e-pico-ave-fresno-ca-93704--2116948379,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$899,000 ",4bd,3ba,"4,427 sqft","4,427 sqft","Bullard, Fresno, CA",3ba,$203/sqft,Lot Size: 1.03 acres,$70/monthly HOA
5271 N Vagedes Ave,https://www.trulia.com/p/ca/fresno/5271-n-vagedes-ave-fresno-ca-93711--2116995070,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$458,000 ",4bd,4ba,"3,147 sqft","3,147 sqft","Bullard, Fresno, CA",4ba,$146/sqft,Lot Size: 0.34 acres,Built in 1957
3306 N Clover Ave,https://www.trulia.com/p/ca/fresno/3306-n-clover-ave-fresno-ca-93727--2411485369,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$373,490 ",4bd,3ba,"2,280 sqft","2,280 sqft","Mclane, Fresno, CA",3ba,$164/sqft,Built in 2020,"Rooms: Dining Room, Family Room"
4031 W San Bruno Ave,https://www.trulia.com/p/ca/fresno/4031-w-san-bruno-ave-fresno-ca-93722--1005274757,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$241,000 ",3bd,2ba,"1,324 sqft","1,324 sqft","Bullard, Fresno, CA",2ba,$182/sqft,"Lot Size: 6,930 sqft",Built in 1981
3837 E Indianapolis Ave,https://www.trulia.com/p/ca/fresno/3837-e-indianapolis-ave-fresno-ca-93726--2117056365,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$187,000 ",3bd,1.5ba,"1,328 sqft","1,328 sqft","Hoover, Fresno, CA",1.5ba,$141/sqft,"Lot Size: 6,599 sqft",Built in 1960
2060 E Lewis Ave,https://www.trulia.com/p/ca/fresno/2060-e-lewis-ave-fresno-ca-93701--2116926393,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$205,000 ",3bd,1ba,"1,451 sqft","1,451 sqft","Fresno High Roeding, Fresno, CA",1ba,$141/sqft,"Lot Size: 6,499 sqft",Built in 1935
6308 N Delbert Ave,https://www.trulia.com/p/ca/fresno/6308-n-delbert-ave-fresno-ca-93722--2117037894,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$240,000 ",3bd,2ba,"1,234 sqft","1,234 sqft","Bullard, Fresno, CA",2ba,$194/sqft,"Lot Size: 6,120 sqft",Built in 1989
2432 E Thomas Ave,https://www.trulia.com/p/ca/fresno/2432-e-thomas-ave-fresno-ca-93701--2116926881,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$235,000 ",5bd,3ba,"2,105 sqft","2,105 sqft","Central, Fresno, CA",3ba,$112/sqft,"Lot Size: 4,499 sqft",Built in 2008
6828 E Woodward Ave,https://www.trulia.com/p/ca/fresno/6828-e-woodward-ave-fresno-ca-93727--2411487499,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","$363,000 ",Studio,6828 E Woodward Ave,6828 E Woodward Ave,"Roosevelt, Fresno, CA","Roosevelt, Fresno, CA",,"Lot Size: 5,967 sqft",,
4691 N Windward Way,https://www.trulia.com/p/ca/clovis/4691-n-windward-way-clovis-ca-93619--2116887171,https://maps.googleapis.com/maps/api/staticmap?zoom=18&size=320x240&maptype=satellite&center=36.8056526184082%2C-119.59297943115234&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=4jYr15lUNh87IbzbpP5o1Cce8no%3D,14-Sep-20,"$480,000 ",3bd,2ba,"2,156 sqft",$223/sqft,"Lot Size: 9,679 sqft",$335/monthly HOA,Built in 2003,
1972 Fairmont Ave,https://www.trulia.com/p/ca/clovis/1972-fairmont-ave-clovis-ca-93611--2082395652,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=1972%20Fairmont%20Ave%20Clovis%20CA%2093611&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=enEIn3_qvQrVJ4d8wsBuGfe3AlE%3D,10-Sep-20,"$455,000 ",4bd,3ba,"2,609 sqft",$174/sqft,"Lot Size: 9,147 sqft",Built in 1991,8 Rooms,
,,,,,,,,,,,,
,,,,,,,,,,,,
1422 Rall Ave,https://www.trulia.com/p/ca/clovis/1422-rall-ave-clovis-ca-93611--2082392129,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=1422%20Rall%20Ave%20Clovis%20CA%2093611&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=qn7l_Fi1OrnPKvI_9DWNKTig8y0%3D,9-Sep-20,"$305,000 ",3bd,2ba,"1,271 sqft",$240/sqft,"Lot Size: 6,490 sqft",Built in 1977,5 Rooms,
3521 E Buckingham Ave,https://www.trulia.com/p/ca/clovis/3521-e-buckingham-ave-clovis-ca-93619--2328781264,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=3521%20E%20Buckingham%20Ave%20Clovis%20CA%2093619&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=Who-h5vQDPU1IG7uPZfk5btPYpo%3D,8-Sep-20,"$335,000 ",3bd,1.75ba,"1,504 sqft",$223/sqft,"Lot Size: 4,499 sqft",Built in 2014,Heating: Forced Air,
1638 Glen Kippen Ln,https://www.trulia.com/p/ca/clovis/1638-glen-kippen-ln-clovis-ca-93619--2082418471,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4-Sep-20,"$340,000 ",3bd,2.75ba,"1,971 sqft",$173/sqft,"Lot Size: 3,049 sqft",$93/monthly HOA,Built in 2005,
3517 Infusion Way,https://www.trulia.com/p/ca/clovis/3517-infusion-way-clovis-ca-93619--2082422322,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4-Sep-20,"$360,000 ",3bd,3ba,"1,946 sqft",$185/sqft,"Lot Size: 2,421 sqft",$76/monthly HOA,Built in 2014,
1658 N Osmun Ave,https://www.trulia.com/p/ca/clovis/1658-n-osmun-ave-clovis-ca-93619--2116885136,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4-Sep-20,"$445,000 ",3bd,3ba,"2,265 sqft",$196/sqft,"Lot Size: 6,098 sqft",$88/monthly HOA,Built in 2006,
2864 Rialto Ave,https://www.trulia.com/p/ca/clovis/2864-rialto-ave-clovis-ca-93611--2082400602,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4-Sep-20,"$350,000 ",3bd,2ba,"1,642 sqft",$213/sqft,"Lot Size: 6,969 sqft",Built in 2003,Heating: Forced Air,
3334 Sierra Madre Ave,https://www.trulia.com/p/ca/clovis/3334-sierra-madre-ave-clovis-ca-93619--2082421765,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4-Sep-20,"$373,000 ",3bd,2ba,"1,783 sqft",$209/sqft,"Lot Size: 8,398 sqft",Built in 2007,Heating: Forced Air,
1342 Joy Dr,https://www.trulia.com/p/ca/clovis/1342-joy-dr-clovis-ca-93619--2324509806,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",4-Sep-20,"$300,000 ",3bd,2.5ba,"1,660 sqft",,,,,
206 Moody Ave,https://www.trulia.com/p/ca/clovis/206-moody-ave-clovis-ca-93619--2082418931,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",3-Sep-20,"$400,000 ",3bd,2ba,"1,700 sqft",$235/sqft,"Lot Size: 8,633 sqft",Built in 2005,4 Rooms,
1026 N Cherry Ln,https://www.trulia.com/p/ca/clovis/1026-n-cherry-ln-clovis-ca-93611--2116870859,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",3-Sep-20,"$695,000 ",4bd,3ba,"3,120 sqft",$223/sqft,Lot Size: 0.30 acres,Built in 2000,"Rooms: Walk In Closet, Breakfast Nook, Dining Room, Laundry Room, Pantry",
1003 Ezie Ave,https://www.trulia.com/p/ca/clovis/1003-ezie-ave-clovis-ca-93611--2082391290,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",2-Sep-20,"$310,000 ",3bd,2.5ba,"1,545 sqft",$201/sqft,"Lot Size: 8,611 sqft",Built in 1976,5 Rooms,
2580 Purvis Ave,https://www.trulia.com/p/ca/clovis/2580-purvis-ave-clovis-ca-93611--2082398930,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",1-Sep-20,"$350,000 ",3bd,2.75ba,"2,034 sqft",$172/sqft,"Lot Size: 8,250 sqft",Built in 1990,Rooms: Dining Room,
6630 N Locan Ave,https://www.trulia.com/p/ca/clovis/6630-n-locan-ave-clovis-ca-93619--2116888514,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",1-Sep-20,"$700,000 ",5bd,2.5ba,"2,770 sqft",$253/sqft,Lot Size: 2.49 acres,Built in 1975,Rooms: Dining Room,
1001 Sylmar Ave #96,https://www.trulia.com/p/ca/clovis/1001-sylmar-ave-96-clovis-ca-93612--2494286235,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",31-Aug-20,"$48,000 ",2bd,2ba,"1,440 sqft",$33/sqft,Built in 1972,Rooms: Dining Room,Heating: Forced Air,
52 W National Ave,https://www.trulia.com/p/ca/clovis/52-w-national-ave-clovis-ca-93612--2116875475,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",31-Aug-20,"$282,000 ",3bd,1.75ba,"1,144 sqft",$247/sqft,"Lot Size: 6,730 sqft",Built in 1972,5 Rooms,
540 W Warwick Ave,https://www.trulia.com/p/ca/clovis/540-w-warwick-ave-clovis-ca-93619--2116887729,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",31-Aug-20,"$427,500 ",3bd,2ba,"1,833 sqft",$233/sqft,"Lot Size: 6,507 sqft",Built in 2008,"Rooms: Walk In Closet, Breakfast Nook, Family Room, Laundry Room, Pantry",
10481 E Lylewood Way,https://www.trulia.com/p/ca/clovis/10481-e-lylewood-way-clovis-ca-93619--1054319274,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",28-Aug-20,"$393,000 ",4bd,2ba,"2,344 sqft",$168/sqft,"Lot Size: 7,405 sqft",$210/monthly HOA,Built in 2000,
2079 Whiteash Ave,https://www.trulia.com/p/ca/clovis/2079-whiteash-ave-clovis-ca-93619--2082418947,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",28-Aug-20,"$451,000 ",4bd,2ba,"2,129 sqft",$212/sqft,"Lot Size: 8,189 sqft",Built in 2008,9 Rooms,
3174 Swift Ave,https://www.trulia.com/p/ca/clovis/3174-swift-ave-clovis-ca-93619--2082421067,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",27-Aug-20,"$315,000 ",2bd,2ba,"1,215 sqft",$259/sqft,"Lot Size: 5,161 sqft",Built in 2010,"Rooms: Breakfast Nook, Dining Room, Family Room, Pantry",
3631 Descanso Ave,https://www.trulia.com/p/ca/clovis/3631-descanso-ave-clovis-ca-93619--2357193815,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",27-Aug-20,"$550,000 ",4bd,4ba,"3,292 sqft",$167/sqft,"Lot Size: 5,998 sqft",Built in 2019,"Rooms: Walk In Closet, Dining Room, Family Room, Laundry Room, Pantry, Recreation Room",
1039 N Burgan Ave,https://www.trulia.com/p/ca/clovis/1039-n-burgan-ave-clovis-ca-93611--2116870892,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",27-Aug-20,"$525,000 ",5bd,3ba,"2,686 sqft",$195/sqft,"Lot Size: 9,000 sqft",Built in 2001,"Rooms: Walk In Closet, Family Room, Laundry Room, Pantry",
